Load Factor	Time
0.1	2.08E-5
0.2	3.76E-5
0.3	4.6800000000000006E-5
0.4	5.68E-5
0.5	9.9E-5
0.6	9.599999999999999E-5
0.7	1.316E-4
0.8	1.536E-4
0.9	1.7999999999999998E-4
1.0	0.0017359999999999997






Load Factor	Time
0.1	2.48E-5
0.2	5.08E-5
0.3	6.720000000000001E-5
0.4	4.88E-5
0.5	6.6E-5
0.6	7.08E-5
0.7	8.96E-5
0.8	9.92E-5
0.9	1.0799999999999998E-4
1.0	1.28E-4






Load Factor	Time
0.1	1.54E-5
0.2	2.92E-5
0.3	3.0000000000000004E-5
0.4	3.76E-5
0.5	5.8E-5
0.6	6.599999999999999E-5
0.7	9.099999999999999E-5
0.8	1.008E-4
0.9	1.1339999999999999E-4
1.0	1.3399999999999998E-4






Load Factor	Collisions
0.1	0.004922
0.2	0.024118
0.3	0.061382
0.4	0.133256
0.5	0.243826
0.6	0.451882
0.7	0.810858
0.8	1.60374
0.9	4.067174
1.0	238.247502






Load Factor	Probes
0.1	1.0
0.2	1.0
0.3	1.0
0.4	1.0
0.5	1.0
0.6	1.0
0.7	1.0
0.8	1.0
0.9	1.0
1.0	1.0






Load Factor	Probes
0.1	1.0
0.2	1.0
0.3	1.0
0.4	1.0
0.5	1.0
0.6	1.0
0.7	1.0
0.8	1.0
0.9	1.0
1.0	1.0
